cod;gram;cnt;s09;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24
_5(31p);[player] Out Of Bounds Turnover (Pcnt.Tcnt);15;NA;NA;2.29;NA;1.52;2.27;1.53;1.52;2.29;NA;NA;NA;NA;NA;NA;NA
_5(32p);[player] Out of Bounds Lost Ball Turnover (Pcnt.Tcnt);29932;1482.13;1400.15;1503.43;1590.32;1538.81;1559.51;1586.58;1689.21;1651.64;1556.4;1511.43;1359.58;1439.8;1499.62;1404.55;1501.83
_5(33p);[player] Poss Lost Ball Turnover (Pcnt.Tcnt);2649;286.69;311.74;246.38;287.71;242.77;285.82;213.58;120.82;73.34;NA;NA;NA;NA;NA;NA;NA
_5(33p);[player] Lost Ball Turnover (Pcnt.Tcnt);1057;12.93;13.72;11.44;13.04;13.7;21.99;23.65;14.44;25.97;158.54;83.08;109.36;93.94;91.46;93.18;120.88
_5(34p);[player] Out of Bounds - Bad Pass Turnover Turnover (Pcnt.Tcnt);32921;NA;NA;NA;NA;NA;NA;NA;2616.26;2892.28;3141.77;3167.68;3172.35;3202.39;3167.04;3108.33;3195.97
_5(34p);[player] Bad Pass Turnover (Pcnt.Tcnt);31070;2939.92;3020.58;2891.69;3256.98;3325.72;3321.46;3369.18;811.55;459.89;309.45;105.18;117.24;113.58;84.66;110.61;82.42
_5(35p);[player] Lost Ball Turnover (Pcnt.Tcnt) [player] STEAL (cnt STL);108919;5688.21;5500.76;5663.62;6005.59;5914;5751.33;5600.31;5503.8;5350.65;5474.85;5220.27;5374.45;5309.99;5356.76;5209.09;5576.92
_5(35p);[player] Poss Lost Ball Turnover (Pcnt.Tcnt) [player] STEAL (cnt STL);1645;101.14;107.47;134.25;162.94;153.73;142.53;152.56;163.37;164.25;NA;NA;NA;NA;NA;NA;NA
_5(35p);[player] Out of Bounds Lost Ball Turnover (Pcnt.Tcnt) [player] STEAL (cnt STL);6;NA;0.76;0.76;0.93;NA;0.76;NA;NA;1.53;NA;NA;NA;NA;NA;NA;NA
_5(36t);[team] Turnover: 8 Second Violation (T#cnt);379;26.62;21.34;23.65;12.1;12.18;10.61;12.97;11.4;16.04;9.91;7.62;31.5;23.06;31.75;29.55;40.29
_5(37t);[team] Turnover: Shot Clock (T#cnt);23197;1152.09;1258.38;1263.16;1178.77;1119.48;1084.15;1203.66;1101.06;1064.17;1141.01;1060.21;1210.85;1177.63;1349.21;1263.64;1252.75
_5(38t);[team] Turnover: 5 Second Inbound (T#cnt);351;16.73;16.77;20.59;34.45;35.77;48.52;31.27;36.47;32.85;NA;NA;NA;NA;NA;NA;NA
_5(38t);[team] Turnover: 5 Second Violation (T#cnt);281;NA;0.76;NA;NA;NA;0.76;0.76;NA;NA;34.3;35.82;17.5;28.18;39.3;40.91;49.45
_5(39t);Excess Timeout Turnover;13;NA;NA;NA;1.86;0.76;NA;NA;NA;NA;NA;2.29;NA;1.71;0.76;2.27;1.83
_5(39t);[team] Turnover: (T#cnt);7;NA;NA;0.76;NA;0.76;NA;0.76;NA;3.06;NA;NA;NA;NA;NA;NA;NA
_5(40t);[team] Turnover: Too Many Players (T#cnt);7;NA;NA;NA;NA;NA;NA;1.53;NA;0.76;0.76;NA;0.87;NA;1.51;NA;NA
_5(41p);[player] 5 Second Violation Turnover (Pcnt.Tcnt);77;3.8;6.1;5.34;3.72;5.33;7.58;8.39;5.32;5.35;NA;0.76;2.62;2.56;0.76;1.52;1.83
_5(43p);[player] Opposite Basket Turnover (Pcnt.Tcnt);5;NA;0.76;NA;0.93;1.52;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA
_6(01c);[coach] Foul:T.FOUL ([referee]);1306;NA;NA;NA;NA;NA;NA;4.58;116.26;136.75;116.62;137.96;162.73;102.48;105.82;100;102.56
_6(01c);[coach] Foul:T.FOUL;1141;164.26;131.86;136.54;124.77;100.46;112.96;120.52;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01c);[coach] Foul:Non-Unsportsmanlike;4;NA;NA;1.53;NA;NA;NA;1.53;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01c);[coach] Foul:Non-Unsportsmanlike ([referee]);3;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;0.76;NA;NA;NA;0.76;NA
_6(01p);[player] T.FOUL (Pcnt.Tcnt) ([referee]);4638;NA;NA;NA;NA;NA;NA;25.17;322.19;351.41;401.68;427.59;428.7;431.26;544.22;512.88;441.39
_6(01p);[player] T.FOUL (Pcnt.Tcnt);3634;405.32;317.84;473.68;449.72;445.21;395;361.56;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] T.FOUL (Pcnt.PN) ([referee]);1481;NA;NA;NA;NA;NA;NA;6.1;129.18;116.12;135.67;167.68;147.86;122.97;154.95;131.82;111.72
_6(01p);[player] T.FOUL (Pcnt.PN);1177;139.16;141.01;146.45;121.04;143.07;127.37;99.92;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] HANGING.TECH.FOUL (Pcnt.Tcnt) ([referee]);72;NA;NA;NA;NA;NA;NA;NA;5.32;8.4;2.29;16.01;3.5;2.56;3.02;NA;34.8
_6(01p);[player] HANGING.TECH.FOUL (Pcnt.Tcnt);63;12.93;13.72;2.29;6.52;6.09;3.03;4.58;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] Taunting (Pcnt.Tcnt);44;3.8;6.1;2.29;9.31;5.33;3.03;5.34;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] Non-Unsportsmanlike (Pcnt.Tcnt) ([referee]);39;NA;NA;NA;NA;NA;NA;NA;3.04;5.35;2.29;5.34;2.62;0.85;4.54;6.06;NA
_6(01p);[player] Non-Unsportsmanlike Tech Foul - Flopping (Pcnt.Tcnt) ([referee]);36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.93
_6(01p);[player] Taunting (Pcnt.Tcnt) ([referee]);21;NA;NA;NA;NA;NA;NA;NA;6.08;5.35;4.57;NA;NA;NA;NA;NA;NA
_6(01p);[player] HANGING.TECH.FOUL (Pcnt.PN);18;4.56;3.05;1.53;2.79;NA;1.52;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] Taunting (Pcnt.PN);15;0.76;3.05;1.53;1.86;2.28;2.27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] HANGING.TECH.FOUL (Pcnt.PN) ([referee]);14;NA;NA;NA;NA;NA;NA;NA;1.52;3.06;NA;2.29;0.87;NA;NA;NA;7.33
_6(01p);[player] Non-Unsportsmanlike (Pcnt.Tcnt);12;NA;3.05;NA;0.93;2.28;0.76;2.29;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01p);[player] Non-Unsportsmanlike Tech Foul - Flopping (Pcnt.PN) ([referee]);10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.32
_6(01p);[player] Non-Unsportsmanlike (Pcnt.PN) ([referee]);7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.52;1.75;0.85;NA;1.52;NA
_6(01p);[player] Taunting (Pcnt.PN) ([referee]);5;NA;NA;NA;NA;NA;NA;NA;1.52;1.53;0.76;NA;NA;NA;NA;NA;NA
_6(01p);[player] Non-Unsportsmanlike (Pcnt.PN);4;0.76;0.76;1.53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(01t);[team] T.FOUL;75;1.52;NA;1.53;2.79;1.52;NA;NA;2.28;3.06;16.01;2.29;0.87;5.12;3.78;17.42;NA
_6(01t);[team] Foul;27;2.28;4.57;0.76;2.79;3.04;3.03;2.29;NA;NA;NA;NA;2.62;NA;NA;NA;NA
_6(05p);[team] T.Foul (Def. 3 Sec [player] );5284;704.18;752.29;812.36;628.49;459.67;475.36;305.11;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(05p);[team] T.Foul (Def. 3 Sec [player] ) ([referee]);4083;NA;NA;NA;NA;NA;NA;12.97;525.08;445.38;343.75;362.8;321.08;277.54;322.75;314.39;606.23
_6(06t);[team] Delay;334;1.52;4.57;2.29;3.72;4.57;7.58;0.76;24.32;27.5;16.01;19.05;29.75;15.37;35.53;54.55;31.14
_6(06t);[team] Foul;114;10.65;7.62;5.34;7.45;7.61;42.46;6.86;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(08t);[team] Excess Timeout Technical;21;NA;NA;0.76;1.86;1.52;NA;0.76;NA;3.06;NA;2.29;0.87;1.71;0.76;2.27;1.83
_6(09t);[team] Too Many Players Tech Foul;18;NA;NA;NA;NA;NA;NA;2.29;2.28;2.29;1.52;0.76;NA;0.85;3.02;NA;1.83
_6(10a);[player] P.FOUL (Pcnt.Tcnt) ([referee]);106253;NA;NA;NA;NA;NA;NA;664.38;10038.75;9435.45;10551.83;10951.98;10281.71;9239.11;9424.04;8746.21;9199.63
_6(10a);[player] P.FOUL (Pcnt.Tcnt);89326;10879.09;10381.86;9421.05;9542.83;10217.66;10032.6;9260.11;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(10a);[player] Personal Block Foul (Pcnt.Tcnt);2461;NA;NA;376.05;331.47;363.77;418.5;443.94;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(10a);[player] Personal Block Foul (Pcnt.Tcnt) ([referee]);1800;NA;NA;NA;NA;NA;NA;30.51;468.84;495.8;376.52;NA;NA;NA;NA;NA;NA
_6(10a);Personal;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA
_6(10p);[player] P.FOUL (Pcnt.PN) ([referee]);34156;NA;NA;NA;NA;NA;NA;255.53;3244.68;2974.03;3395.58;3794.97;3482.94;2807.86;2860.17;2758.33;2802.2
_6(10p);[player] P.FOUL (Pcnt.PN);31725;4270.72;3989.33;3514.87;3190.88;3257.23;3518.57;2989.32;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(10p);[player] Personal Block Foul (Pcnt.PN);816;NA;NA;129.67;103.35;109.59;131.16;166.29;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(10p);[player] Personal Block Foul (Pcnt.PN) ([referee]);536;NA;NA;NA;NA;NA;NA;9.92;152.74;145.15;100.61;NA;NA;NA;NA;NA;NA
_6(11a);[player] S.FOUL (Pcnt.Tcnt) ([referee]);156910;NA;NA;NA;NA;NA;NA;831.43;13824.47;14119.94;13498.48;14216.46;14486.44;14578.14;14531.37;16165.15;15732.6
_6(11a);[player] S.FOUL (Pcnt.Tcnt);129261;15452.47;15689.79;15003.81;14166.67;13726.79;14045.49;12897.03;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(11a);[player] Shooting Block Foul (Pcnt.Tcnt);2980;NA;NA;392.83;444.13;431.51;512.51;568.27;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(11a);[player] Shooting Block Foul (Pcnt.Tcnt) ([referee]);2171;NA;NA;NA;NA;NA;NA;33.56;581.31;678.38;361.28;NA;NA;NA;NA;NA;NA
_6(11a);[player] S.FOUL (Pcnt.Tcnt) (.);2;NA;NA;NA;NA;NA;NA;NA;NA;1.53;NA;NA;NA;NA;NA;NA;NA
_6(11a);Shooting;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA
_6(11p);[player] S.FOUL (Pcnt.PN) ([referee]);51512;NA;NA;NA;NA;NA;NA;279.18;4705.93;4718.11;4592.23;5253.05;5134.73;4499.57;4387;4824.24;4670.33
_6(11p);[player] S.FOUL (Pcnt.PN);43661;5471.48;5462.65;5187.64;4316.57;4406.39;4939.35;4238.75;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(11p);[player] Shooting Block Foul (Pcnt.PN);1074;NA;NA;122.81;151.77;148.4;198.64;223.49;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(11p);[player] Shooting Block Foul (Pcnt.PN) ([referee]);778;NA;NA;NA;NA;NA;NA;9.92;216.57;266.62;99.85;NA;NA;NA;NA;NA;NA
_6(11p);[player] S.FOUL (Pcnt.PN) (.);2;NA;NA;NA;NA;NA;NA;NA;NA;1.53;NA;NA;NA;NA;NA;NA;NA
_6(12a);[player] L.B.FOUL (Pcnt.Tcnt) ([referee]);19295;NA;NA;NA;NA;NA;NA;143.4;1793.31;1890.76;1784.3;1792.68;1755.03;1553.37;1743.01;1818.94;1917.58
_6(12a);[player] L.B.FOUL (Pcnt.Tcnt);16516;1739.92;1812.5;1828.38;1872.44;1822.68;1964.37;1873.38;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(12p);[player] L.B.FOUL (Pcnt.PN) ([referee]);6463;NA;NA;NA;NA;NA;NA;52.63;682.37;638.66;512.2;673.02;659.67;476.52;529.1;596.21;560.44
_6(12p);[player] L.B.FOUL (Pcnt.PN);5885;647.91;660.06;655.23;622.91;625.57;733.89;647.6;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(13a);[player] OFF.Foul (Pcnt) ([referee]);26487;NA;NA;NA;NA;NA;NA;131.96;2323.71;2137.51;2067.07;2564.79;2859.14;2330.49;2473.17;2818.18;2549.45
_6(13a);[player] OFF.Foul (Pcnt);25261;3538.4;3728.66;2559.88;2439.48;2401.83;2687.64;2318.08;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(13a);[player] Offensive Charge Foul (Pcnt.Tcnt) ([referee]);5342;NA;NA;NA;NA;NA;NA;50.34;580.55;656.23;718.75;756.86;722.66;591.8;71.05;56.06;54.95
_6(13a);[player] Offensive Charge Foul (Pcnt) ([referee]);4383;NA;NA;NA;NA;NA;NA;9.92;189.21;194.04;227.13;66.31;242.34;268.15;854.88;943.18;943.22
_6(13a);[player] Offensive Charge Foul (Pcnt.Tcnt);4240;NA;NA;742.94;566.11;691.02;749.81;580.47;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(13a);[player] Offensive Charge Foul (Pcnt.PN) ([referee]);1787;NA;NA;NA;NA;NA;NA;10.68;195.29;234.53;250.76;284.3;263.34;175.92;NA;NA;NA
_6(13a);[player] Offensive Charge Foul (Pcnt);1731;NA;NA;346.3;479.52;245.05;89.46;245.61;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(13a);[player] Offensive Charge Foul (Pcnt.PN);1562;NA;NA;291.38;228.12;242.77;275.97;192.22;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(14a);[player] IN.FOUL (Pcnt.Tcnt);266;40.3;35.82;22.12;29.8;26.64;35.63;17.54;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(14a);[player] IN.FOUL (Pcnt.Tcnt) ([referee]);154;NA;NA;NA;NA;NA;NA;4.58;46.35;39.72;26.68;NA;NA;NA;NA;NA;NA
_6(14p);[player] IN.FOUL (Pcnt.PN);54;9.13;7.62;7.63;4.66;3.04;4.55;5.34;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(14p);[player] IN.FOUL (Pcnt.PN) ([referee]);54;NA;NA;NA;NA;NA;NA;0.76;8.36;16.81;15.24;NA;NA;NA;NA;NA;NA
_6(15a);[player] AWAY.FROM.PLAY.FOUL (Pcnt.Tcnt) ([referee]);602;NA;NA;NA;NA;NA;NA;0.76;25.08;17.57;59.45;95.27;83.11;54.65;58.2;59.09;51.28
_6(15a);[player] AWAY.FROM.PLAY.FOUL (Pcnt.Tcnt);250;31.18;27.44;24.41;27.93;28.92;29.57;25.93;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(15p);[player] AWAY.FROM.PLAY.FOUL (Pcnt.PN) ([referee]);298;NA;NA;NA;NA;NA;NA;0.76;21.28;19.86;25.15;41.16;39.37;20.5;25.7;25.76;34.8
_6(15p);[player] AWAY.FROM.PLAY.FOUL (Pcnt.PN);153;23.57;15.24;16.02;14.9;10.65;15.92;22.88;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(16a);[player] PUNCH.FOUL (Pcnt.Tcnt);2;NA;NA;NA;NA;0.76;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(16a);[player] PUNCH.FOUL (Pcnt.Tcnt) ([referee]);1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.85;NA;NA;NA
_6(17a);[player] C.P.FOUL (Pcnt.Tcnt);425;40.3;55.64;45.77;40.04;57.08;43.21;48.82;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(17a);[player] C.P.FOUL (Pcnt.Tcnt) ([referee]);347;NA;NA;NA;NA;NA;NA;NA;44.07;33.61;32.77;28.96;30.62;34.16;44.6;14.39;20.15
_6(17p);[player] C.P.FOUL (Pcnt.PN);159;17.49;19.82;16.02;11.17;22.83;20.47;15.26;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(17p);[player] C.P.FOUL (Pcnt.PN) ([referee]);120;NA;NA;NA;NA;NA;NA;1.53;13.68;14.51;7.62;18.29;7;8.54;12.09;6.82;7.33
_6(18a);Foul : Double Personal - [player] (cnt PF), [player] (cnt PF);260;28.14;28.96;25.17;25.14;41.1;18.95;35.09;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(18a);Foul : Double Personal - [player] (cnt PF), [player] (cnt PF) ([referee]);208;NA;NA;NA;NA;NA;NA;3.05;39.51;25.21;22.1;9.91;14;12.81;16.63;15.15;7.33
_6(18a);Double Personal;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA
_6(19a);[player] FLAGRANT.FOUL.TYPE1 (Pcnt.Tcnt) ([referee]);884;NA;NA;NA;NA;NA;NA;10.68;66.11;58.82;59.45;59.45;96.24;105.89;102.8;104.55;76.92
_6(19a);[player] FLAGRANT.FOUL.TYPE1 (Pcnt.Tcnt);480;43.35;48.02;60.26;64.25;62.4;47.76;51.11;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(19p);[player] FLAGRANT.FOUL.TYPE1 (Pcnt.PN) ([referee]);346;NA;NA;NA;NA;NA;NA;3.81;28.88;25.21;23.63;24.39;45.49;28.18;40.06;42.42;23.81
_6(19p);[player] FLAGRANT.FOUL.TYPE1 (Pcnt.PN);225;28.14;22.87;27.46;19.55;22.83;25.02;28.99;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(20a);[player] FLAGRANT.FOUL.TYPE2 (Pcnt.Tcnt) ([referee]);90;NA;NA;NA;NA;NA;NA;2.29;9.12;7.64;5.34;5.34;4.37;12.81;12.85;9.09;3.66
_6(20a);[player] FLAGRANT.FOUL.TYPE2 (Pcnt.Tcnt);68;7.6;3.81;10.68;7.45;7.61;9.86;6.1;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(20p);[player] FLAGRANT.FOUL.TYPE2 (Pcnt.PN);34;3.8;NA;3.81;4.66;6.09;4.55;3.81;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(20p);[player] FLAGRANT.FOUL.TYPE2 (Pcnt.PN) ([referee]);34;NA;NA;NA;NA;NA;NA;0.76;2.28;7.64;2.29;2.29;2.62;0.85;1.51;3.79;5.49
_6(21a);[player] Personal Take Foul (Pcnt.Tcnt) ([referee]);7081;NA;NA;NA;NA;NA;NA;29.75;398.94;384.26;398.63;673.78;743.66;1187.87;1528.34;196.97;153.85
_6(21a);[player] Personal Take Foul (Pcnt.Tcnt);1823;NA;NA;199.85;242.09;359.21;315.39;315.03;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(21p);[player] Personal Take Foul (Pcnt.PN) ([referee]);7570;NA;NA;NA;NA;NA;NA;128.15;895.9;637.89;576.98;645.58;727.91;769.43;804.99;521.21;545.79
_6(21p);[player] Personal Take Foul (Pcnt.PN);3648;NA;NA;463.77;413.41;610.35;688.4;675.82;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(22a);[player] Transition Take Foul (Pcnt.Tcnt) ([referee]);238;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;134.09;111.72
_6(22p);[player] Transition Take Foul (Pcnt.PN) ([referee]);60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34.85;25.64
_6(4cc);[coach] Foul:DOUBLE.TECHNICAL.FOUL ([referee]);4;NA;NA;NA;NA;NA;NA;NA;0.76;NA;0.76;1.52;NA;NA;NA;NA;NA
_6(4pc);[coach] Foul:DOUBLE.TECHNICAL.FOUL ([referee]);9;NA;NA;NA;NA;NA;NA;NA;NA;2.29;0.76;0.76;0.87;0.85;NA;0.76;1.83
_6(4pc);[coach] Foul:DOUBLE.TECHNICAL.FOUL;4;NA;NA;0.76;NA;NA;0.76;1.53;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(4pc);Double Technical - [player], [coach] ([referee]);2;NA;NA;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;0.76;NA;NA
_6(4pp);Double Technical - [player], [player] ([referee]);752;NA;NA;NA;NA;NA;NA;10.68;73.71;91.67;69.36;63.26;63.87;66.61;71.81;48.48;67.77
_6(4pp);Double Technical - [player], [player];712;79.09;73.17;78.57;88.45;82.19;83.4;73.23;NA;NA;NA;NA;NA;NA;NA;NA;NA
_6(4pp);Double Technical;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.01;NA;NA;NA;NA;0.76;NA
_7(0p);[player] Violation:No Violation;4;NA;0.76;NA;0.93;0.76;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
_7(1t);[team] Violation: Delay of game Violation;5847;257.03;240.09;221.97;243.02;274.73;387.41;286.8;423.25;419.4;41.92;38.11;310.59;299.74;481.48;463.64;417.58
_7(1t);Delay Of Game;983;NA;NA;NA;NA;NA;NA;NA;NA;NA;331.55;332.32;97.99;NA;NA;NA;NA
_7(2p);[player] Violation:Defensive Goaltending ([referee]);4922;NA;NA;NA;NA;NA;NA;17.54;468.84;425.52;451.22;465.7;451.44;459.44;402.87;490.15;527.47
_7(2p);[player] Violation:Defensive Goaltending;4407;492.78;489.33;517.93;559.59;510.65;464.75;421.82;NA;NA;NA;NA;NA;NA;NA;NA;NA
_7(3p);[player] Violation:Lane;524;47.15;56.4;72.46;47.49;54.79;79.61;49.58;NA;NA;NA;NA;NA;NA;NA;NA;NA
_7(3p);Lane;382;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.73;58.69;39.37;34.16;47.62;58.33;36.63
_7(3p);[player] Violation:Lane ([referee]);151;NA;NA;NA;NA;NA;NA;1.53;31.91;53.48;7.62;1.52;1.75;3.42;6.05;3.03;12.82
_7(4p);[player] Violation:Jump Ball;193;34.98;32.01;21.36;13.97;13.7;16.68;16.78;NA;NA;NA;NA;NA;NA;NA;NA;NA
_7(4p);[player] Violation:Jump Ball ([referee]);134;NA;NA;NA;NA;NA;NA;0.76;19;12.22;12.2;9.91;16.62;11.96;13.61;5.3;9.16
_7(5p);[player] Violation:Kicked Ball ([referee]);8372;NA;NA;NA;NA;NA;NA;51.11;697.57;701.3;813.26;811.74;797.03;769.43;749.81;852.27;747.25
_7(5p);[player] Violation:Kicked Ball;6361;549.05;624.24;598.78;727.19;802.13;862.02;810.83;NA;NA;NA;NA;NA;NA;NA;NA;NA
_7(5p);[player] Violation:Kicked Ball (.);352;NA;NA;NA;NA;NA;NA;10.68;120.06;137.51;NA;NA;NA;NA;NA;NA;NA
_7(6p);Double Lane;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.1;6.1;10.5;10.25;4.54;4.55;3.66
_7(6p);[player] Violation:Double Lane;39;3.04;5.34;5.34;1.86;3.81;8.34;2.29;NA;NA;NA;NA;NA;NA;NA;NA;NA
_7(6p);[player] Violation:Double Lane ([referee]);8;NA;NA;NA;NA;NA;NA;NA;2.28;3.82;NA;NA;NA;NA;NA;NA;NA
_7(6p);[player] Violation:Double Lane (.);3;NA;NA;NA;NA;NA;NA;NA;2.28;NA;NA;NA;NA;NA;NA;NA;NA
_8(0);SUB: [player] FOR [player];858252;37698.86;38307.93;40166.29;40444.13;40612.63;41101.59;43977.12;44839.67;44709.7;45080.03;46554.88;48849.52;46262.17;46712.02;46491.67;47902.93
_9(0);[team] Timeout: Regular (Reg.cnt Short cnt);97931;4554.37;4509.91;4617.09;4587.52;4624.05;4697.5;4674.29;4670.21;4750.95;5404.73;5516.77;5569.55;5409.91;5365.84;5444.7;5428.57
_9(0);[team] Timeout: Regular (Full cnt Short cnt);96823;4492.02;4463.41;4546.15;4594.04;4563.93;4597.42;4599.54;4613.22;4621.85;5355.18;5415.4;5551.18;5413.32;5374.91;5359.09;5410.26
_9(0);[team] Timeout: Short (Reg.cnt Short cnt);13501;1114.83;1090.7;1177.73;1124.77;1108.07;1209.25;1205.19;1214.29;1239.88;NA;NA;NA;NA;NA;NA;NA
_9(0);[team] Timeout: Short (Full cnt Short cnt);12774;1053.23;1027.44;1117.47;1091.25;1057.08;1175.13;1125.1;1126.9;1151.26;NA;NA;NA;NA;NA;NA;NA
_9(0);Timeout: Regular;2307;179.47;164.63;172.39;178.77;185.69;160.73;205.19;269.76;272.73;NA;NA;NA;NA;NA;NA;NA
_9(0);Regular;35;3.04;0.76;2.29;1.86;0.76;0.76;NA;NA;2.29;15.24;NA;NA;NA;NA;NA;NA
_9(0);Timeout: Short;23;1.52;0.76;NA;1.86;0.76;2.27;2.29;3.8;4.58;NA;NA;NA;NA;NA;NA;NA
_9(1);[team] Timeout: Coach Challenge (Full cnt Short cnt);457;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.87;73.44;77.85;87.88;130.04
_9(1);[team] Timeout: Coach Challenge (Reg.cnt Short cnt);386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56.87;72.59;65;75.76;91.58
_9(2);Timeout: Official;19178;1714.83;1732.47;1706.33;1689.01;1678.84;1680.06;1632.34;1552.43;1523.3;NA;NA;NA;NA;NA;NA;NA
_9(2);[team] Timeout: Official (Reg.cnt Short cnt);15;3.04;1.52;3.05;1.86;NA;0.76;NA;1.52;NA;NA;NA;NA;NA;NA;NA;NA
_9(2);[team] Timeout: Official (Full cnt Short cnt);13;0.76;0.76;0.76;0.93;3.04;0.76;0.76;1.52;0.76;NA;NA;NA;NA;NA;NA;NA
_9(3);Timeout: No Timeout;12;1.52;0.76;1.53;0.93;NA;0.76;0.76;1.52;1.53;NA;NA;NA;NA;NA;NA;NA
_9(3);[team] Timeout: No Timeout (Full cnt Short cnt);9;NA;3.05;NA;NA;1.52;0.76;0.76;NA;0.76;NA;NA;NA;NA;NA;NA;NA
_9(3);[team] Timeout: No Timeout (Reg.cnt Short cnt);8;1.52;NA;NA;0.93;0.76;1.52;NA;0.76;0.76;NA;NA;NA;NA;NA;NA;NA
_9(3);[team] Timeout: Timeout (Full cnt Short cnt);3;NA;NA;1.53;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA
_9(3);[team] Timeout: Timeout (Reg.cnt Short cnt);1;NA;NA;NA;NA;NA;NA;0.76;NA;NA;NA;NA;NA;NA;NA;NA;NA
